SKU,Description,Department,Class Name,Sub Class Name,dimx,dimy,dimz,weight,,Class,Conveyable Results,NSST Results,Override,Result,Zone,Daily Units,Daily Hits,Daily Cube,Slots,SKU,Min,Max,Heavy,Liquid,Ship-Ready,Bulk Locations,Desired Profile,Module,Slots,SKU,Min,Max,SKU Volume,Recalculated Max,Assigned Slot
479989,SCOTCH HVYDUTY 22YDS RD 1PK,24,5 - TAPE,3 - PACKAGING TAPE,4.25,2.5,2.55,0.232,2.55,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.282191781,0.175342466,0.004424556,1,479989,12,See Con,N,,N,0,Bin Endcap,2,1,479989,12,72,27.09375,72,
1005576005,RECHARGEABLE THERMAL IMAGER,27,11 - TOOLS & ACCESSORIES,4 - ELECTRIC TESTERS,3,6.5,5.5,0.6,5.5,DFC,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.071232877,0.063013699,0.004421138,1,1005576005,5,See Con,N,,N,0,Bin Aisle,1,1,1005576005,5,18,107.25,18,
241595,18 IN GB GRAB BAR-WH,029B,9 - BATH ACCESSORIES,3 - BATH SAFETY,3.23,21.46,3.35,1.81,3.35,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.032876712,0.024657534,0.004417959,2,241595,5,See Con,N,,N,0,Bin Aisle,1,2,241595,5,17,232.20793,17,
325272,"11-1/2"" WHITE TWIN TRACK BRACKET",059S,7 - ORGANIZATION,5 - WOOD SHELVING,11.75,2.1,0.6,0.34,2.1,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.515068493,0.052054795,0.004412957,1,325272,32,See Con,N,,N,0,Bin Aisle,1,1,325272,32,131,14.805,131,
449254,"HUSKY 8"" STRAP WRENCH",025T,1 - HAND TOOLS,8 - ADJ WRNCHS/PLIERS,14.8,1.75,5.65,0.75,5.65,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.052054795,0.038356164,0.00440824,1,449254,6,See Con,N,,N,0,Bin Aisle,1,1,449254,6,13,146.335,13,
599778,"SE CAP 2"" EA",27,6 - CONDUIT/BOXES/FITTINGS,7 - ALL METAL FITTINGS,7.35,4.15,4.55,0.72,4.55,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.054794521,0.04109589,0.004400887,1,599778,5,See Con,N,,N,0,Bin Aisle,2,1,599778,5,14,138.786375,14,
187682,"3/4"" CPVC EL 90 DEG SXS",026P,1 - PIPE AND FITTINGS,13 - CPVC FITTINGS,2,1.4,2.1,0.05,2,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,1.293150685,0.019178082,0.004400304,1,187682,50,See Con,N,,N,0,Bin Aisle,1,1,187682,50,331,5.88,331,
1001650876,PLASTIC WOOD W DRYDEX QT.,24,13 - INTERIOR STAINS & CLEARS,12 - WOODFILLERS,5.7,3.05,5.7,2.06,5.7,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.076712329,0.076712329,0.004399172,1,1001650876,5,See Con,N,,N,0,Bin Endcap,1,1,1001650876,5,20,99.0945,20,
1004710608,KS SEC COVE PROJ PACK SN,025H,10 - DOOR LOCKS,14 - PROJECT PACKS,2.85,11.1,12.5,4.2,11.1,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.019178082,0.016438356,0.004388734,3,1004710608,6,See Con,N,,N,0,Bin Aisle,2,3,1004710608,6,15,395.4375,15,
127606,15A WHT COMBO SWITCH&OUTLET,27,2 - WIRING DEVICES,7 - SWITCHES,2.05,4.25,1.9,0.27,2.05,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.457534247,0.112328767,0.004383048,1,127606,6,See Con,N,,N,0,Bin Endcap,1,1,127606,6,117,16.55375,117,
863874,PAN TABLET 30CT BOTTLE,029A,17 - A/CS AND FANS,6 - AC ACCESSORIES,6.9,0.5,4.5,0.15,4.5,DFC,CF,BIN-END,,CF,CP1,0.487671233,0.334246575,0.004381421,1,863874,12,See Con,N,,N,0,Carton Flow,1,1,863874,12,739,15.525,739,
786856,MALE TERMINAL ADAPTER 1/2IN PK 15,27,6 - CONDUIT/BOXES/FITTINGS,4 - PVC FITTINGS,1.15,10,6,0.3,6,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.109589041,0.010958904,0.004375951,2,786856,12,See Con,N,,N,0,Bin Aisle,2,1,786856,12,28,69,28,
769663,3X12 SNOW ILLUSION DECO-EA,023F,6 - FLOOR AND WALL TILE,20 - DECO AND TRIM TILES,12.55,0.4,2.65,0.69,2.65,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.564383562,0.021917808,0.004344904,1,769663,10,See Con,N,,N,0,Bin Aisle,2,1,769663,10,146,13.303,146,
1004307679,HDX CLEAR SAFETY GLASSES 6 PAIRS,025H,5 - SECURITY/SAFETY,8 - PERSONAL SAFETY,1.97,9.92,7.01,0.36,7.01,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.054794521,0.054794521,0.004343995,2,1004307679,9,See Con,N,,N,0,Bin Aisle,2,2,1004307679,9,28,136.992224,28,
1002940568,ECLIPSE BO COHEN - ECRU,059S,37 - SFT WN CVR & HARDWARE,10 - STOCK GROMMETS,7.65,9.65,2.85,1.49,7.65,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.035616438,0.01369863,0.00433651,2,1002940568,5,See Con,N,,N,0,Bin Aisle,2,2,1002940568,5,18,210.394125,18,
204099,8 STRANDED THHN WHITE - 100 FT,27,4 - WIRE,4 - THHN,6.25,3.5,6.25,6.26,6.25,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.054794521,0.054794521,0.004335323,2,204099,5,See Con,N,,N,0,Bin Aisle,1,1,204099,5,14,136.71875,14,
1004619455,DIABLO BI-METAL SET 20PC,025T,7 - POWER TOOL ACCESSORIES,3 - RECIPROCATING SAW BLADES,10.8,1.2,6.8,1.4,6.8,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.084931507,0.073972603,0.004331507,2,1004619455,5,See Con,N,,N,0,Bin Endcap,1,1,1004619455,5,22,88.128,22,
815307,"1"" FASTENERS (50 PCS)",22,10 - ROOFING,5 - PLASTIC ROOFING,2,5,3,0.5,3,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.249315068,0.123287671,0.004328387,1,815307,20,See Con,N,,N,0,Bin Endcap,2,1,815307,20,65,30,65,
1001636755,"1.4 IN. DUAL TONE LUXE SQ. KNOB, CO",025H,4 - BUILDER'S HARDWARE,3 - CABINET,4.8,0.8,2.9,0.1,2.9,DFC,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.671232877,0.049315068,0.004325723,1,1001636755,12,See Con,N,,N,0,Bin Aisle,2,1,1001636755,12,175,11.136,175,
995511,SCHLAGE LAT HALL/CLOSET SN,025H,10 - DOOR LOCKS,3 - PASSAGE,3.35,9.55,6.55,1.98,6.55,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.035616438,0.010958904,0.00431913,2,995511,5,See Con,N,,N,0,Bin Aisle,1,2,995511,5,19,209.550875,19,
284858,ESTWING 22OZ MIL FACE STL FRAME HMR,025T,1 - HAND TOOLS,2 - HAMMERS/AXES/MAULS/SLEDG,1.348,15.774,5.564,2.09,5.564,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.063013699,0.032876712,0.004314297,1,284858,5,See Con,N,,N,0,Bin Aisle,2,1,284858,5,16,118.3092905,16,
1001250768,"COURANT 4"" 2HDL BATH FAUCET CH",029B,3 - FAUCETS,"10 - 2HDL 4"" BATH FAUCETS",10.8,3.1,11.6,2.7,10.8,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.019178082,0.01369863,0.004310274,2,1001250768,5,See Con,N,,N,0,Bin Aisle,1,2,1001250768,5,10,388.368,10,
233930,"3""X1-1/2"" DWV WYE HXHXH",026P,1 - PIPE AND FITTINGS,31 - DWV FITTINGS,5.86,5.81,3.99,1.062,5.81,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.054794521,0.054794521,0.004307646,1,233930,5,See Con,N,,N,0,Bin Aisle,2,1,233930,5,14,135.845934,14,
365343,6 ZONE IN/OUT CONTROLLER ORBIT,026P,6 - IRRIGATION,8 - TIMERS,9.2,4,8.2,3.1,8.2,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.024657534,0.019178082,0.004305936,2,365343,5,See Con,N,,N,0,Bin Aisle,2,2,365343,5,13,301.76,13,
1002502661,DIVA 3 SPD FAN-LED LIGHT SWITCH - WH,27,2 - WIRING DEVICES,10 - WIRED FAN CONTROLS,5.8,2.5,3.9,0.25,3.9,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.131506849,0.065753425,0.004303653,1,1002502661,5,See Con,N,,N,0,Bin Endcap,2,1,1002502661,5,34,56.55,34,
743486,"48"" BRUSHED NICKEL EXTENSION DOWNROD",27,20 - CEILING FANS,3 - DOWN RODS,1.25,48.25,1.25,2.93,1.25,DFS,NC,OBLONG,,OBLONG,SR1,0.098630137,0.052054795,0.004303118,FALSE,743486,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,743486,IGNORE,IGNORE,IGNORE,IGNORE,
241556,"2""X3"" VINYL TRANS ELBOW A/B - WHITE",22,10 - ROOFING,12 - VINYL GUTTER,9.25,4.75,3.25,0.2,4.75,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.052054795,0.01369863,0.004301656,3,241556,15,See Con,N,,N,0,Bin Aisle,2,3,241556,15,41,142.796875,41,
633463,2G WHT NYL MIDWAY COMBO WALLPLT,27,2 - WIRING DEVICES,6 - WALL PLATES (COMMODITY),5.25,0.85,4.9,0.07,4.9,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.339726027,0.090410959,0.00429892,1,633463,30,See Con,N,,N,0,Bin Endcap,1,1,633463,30,89,21.86625,89,
1002835570,"1/2"" COPPER TEE CXCXC PRO 30 PK JAR",026P,1 - PIPE AND FITTINGS,11 - COPPER FITTINGS,3.7,5.65,3.7,2.02,3.7,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.095890411,0.095890411,0.004292233,1,1002835570,5,See Con,N,,N,0,Bin Endcap,2,1,1002835570,5,25,77.3485,25,
1002914793,SYL 60W A15 DBLFE CNDL WT INCN 2PK,27,1 - LIGHT BULBS,32 - FAN BULBS,7.81,2,4.56,0.1,4.56,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.104109589,0.032876712,0.004291339,1,1002914793,6,See Con,N,,N,0,Bin Aisle,1,1,1002914793,6,27,71.2272,27,
702336,2G WHT NYL MDWY DUPLX/DECORA WALLPLT,27,2 - WIRING DEVICES,6 - WALL PLATES (COMMODITY),0.75,6.05,5.05,0.1,5.05,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.323287671,0.093150685,0.004286999,1,702336,20,See Con,N,,N,0,Bin Endcap,1,1,702336,20,85,22.914375,85,
526376,DESIGNER SATIN NICKEL DOOR WEDGE,025H,4 - BUILDER'S HARDWARE,12 - CASTER/GLIDES,1.5,6.625,4,0.4,4,DFC,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.18630137,0.043835616,0.004285578,1,526376,6,See Con,N,,N,0,Bin Aisle,2,1,526376,6,49,39.75,49,
1001321791,EMPIRE 48 IN. I BEAM LEVEL,025T,1 - HAND TOOLS,14 - LEVELS,1,48,2.25,2.02,2.25,DFS,NC,OBLONG,,OBLONG,SR1,0.068493151,0.021917808,0.004280822,FALSE,1001321791,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1001321791,IGNORE,IGNORE,IGNORE,IGNORE,
1002256902,"1-5/8"" (40MM) BAR KNOB 6PK, SS",025H,4 - BUILDER'S HARDWARE,3 - CABINET,1.95,6.35,4.95,0.69,4.95,DFC,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.120547945,0.043835616,0.00427592,1,1002256902,5,See Con,N,,N,0,Bin Aisle,1,1,1002256902,5,32,61.293375,32,
663433,"6"" SHOWER ARM AND FLANGE CH",029B,4 - SHOWERHEADS,18 - ACCESSORIES,0.95,6.75,4.47,0.34,4.47,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.257534247,0.087671233,0.00427195,1,663433,6,See Con,N,,N,0,Bin Endcap,1,1,663433,6,68,28.663875,68,
1004310003,ECS (60W) A15 E26 CLR BW 3PK DIM,27,1 - LIGHT BULBS,32 - FAN BULBS,2.3,5.95,4.8,0.25,4.8,DFC,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.112328767,0.049315068,0.004270053,1,1004310003,5,See Con,N,,N,0,Bin Aisle,1,1,1004310003,5,30,65.688,30,
631199,"2""X2""X8' WHT ALUM FRAMEWORK .040 GA",30,23 - GLASS/SCREEN,3 - SCREEN,2,2,96,3.8,2,DFS,NC,OBLONG,,OBLONG,SR1,0.019178082,0.01369863,0.004261796,FALSE,631199,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,631199,IGNORE,IGNORE,IGNORE,IGNORE,
1001370860,"15A GFCI COMBINATION, WHITE",27,2 - WIRING DEVICES,16 - PROTECTION DEVICES,1.8,4.5,2.3,0.34,2.3,DFC,BIN-END,BIN-END,,BIN-END,CP1,0.394520548,0.095890411,0.004253425,1,1001370860,5,See Con,N,,N,0,Bin Endcap,1,1,1001370860,5,104,18.63,104,
1002233181,"96MM MANDARA PULL, CB",025H,4 - BUILDER'S HARDWARE,3 - CABINET,5.45,0.9,2.95,0.22,2.95,DFC,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.506849315,0.063013699,0.004244203,1,1002233181,12,See Con,N,,N,0,Bin Aisle,2,1,1002233181,12,134,14.46975,134,
1000405175,"12"" WHITE EXTENSION DOWNROD",27,20 - CEILING FANS,3 - DOWN RODS,12.1,0.9,0.9,0.75,0.9,DFC,CF,BIN-END,,CF,CP1,0.747945205,0.457534247,0.004242252,1,1000405175,5,See Con,N,,N,0,Carton Flow,1,1,1000405175,5,1170,9.801,1170,
731819,"3""(76MM) ETHAN PULL SN 10PK",025H,4 - BUILDER'S HARDWARE,3 - CABINET,7.6,2,4,0.57,4,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.120547945,0.02739726,0.004241502,1,731819,5,See Con,N,,N,0,Bin Aisle,1,1,731819,5,32,60.8,32,
1000039853,"1-5/8"" CONSTRUCTION SCREW 10 LB",025H,3 - FASTENERS,10 - DRYWALL SCREWS,7.48,5.31,7.48,10,7.48,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.024657534,0.01369863,0.004239392,2,1000039853,5,See Con,N,,N,0,Bin Aisle,1,2,1000039853,5,13,297.096624,13,
288319,MIRACLE-GRO INDOOR PLANT FOOD SPIKES,028O,2 - FERTILIZERS,3 - ALL PURPSE/FLWRNG/VEG/HP,0.85,5.7,4.45,0.09,4.45,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.339726027,0.01369863,0.00423876,1,288319,24,See Con,N,,N,0,Bin Aisle,2,1,288319,24,90,21.56025,90,
260836,"HINGE, SEC_4""_SQUARE_SS",025H,4 - BUILDER'S HARDWARE,4 - DOOR HDWRE & HINGES,3.2,7.4,0.6,0.56,3.2,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.512328767,0.030136986,0.004212481,1,260836,5,See Con,N,,N,0,Bin Aisle,2,1,260836,5,137,14.208,137,
1006102971,ALL PURPOSE JIG SAW BLADE SET (20-PI,025T,7 - POWER TOOL ACCESSORIES,3 - RECIPROCATING SAW BLADES,4.87,7.99,0.91,0.46,4.87,DFC,BIN-END,BIN-END,,BIN-END,CP1,0.205479452,0.202739726,0.004210579,1,1006102971,5,See Con,N,,N,0,Bin Endcap,1,1,1006102971,5,55,35.409283,55,
652010,10.1OZ SIKAFLEX CRACK FLEX SEALANT,22,9 - CONCRETE,8 - CONCRETE REPAIR,2,11.25,2,1,2,DFS,NC,BIN-END,SR-OBX,SR-OBX,SR1,0.161643836,0.038356164,0.004209475,FALSE,652010,85,3308,N,Y,N,0,SR,SR,1,652010,85,3308,45,3308,
602048,"#036 SS CLAMP 1-3/4""X2-3/4"" DIA 10PK",026P,6 - IRRIGATION,24 - HOSE CLAMPS,9.85,3.15,5.7,0.45,5.7,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.04109589,0.035616438,0.004206068,2,602048,10,See Con,N,,N,0,Bin Aisle,1,2,602048,10,22,176.85675,22,
208653,NEW WORK 1G 21CU ADJUSTABLE,27,6 - CONDUIT/BOXES/FITTINGS,2 - PVC BOX/COVERS/ACCESS,4.7,4.1,3.35,0.38,4.1,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.112328767,0.019178082,0.00419637,3,208653,40,See Con,N,,N,0,Bin Aisle,1,3,208653,40,90,64.5545,90,
1002409588,"1/2"" COPPER COUPLING (50 PACK JAR)",026P,1 - PIPE AND FITTINGS,11 - COPPER FITTINGS,3.75,5.375,3.75,1.48,3.75,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.095890411,0.095890411,0.004194425,1,1002409588,5,See Con,N,,N,0,Bin Endcap,2,1,1002409588,5,26,75.5859375,26,
418455,16OZ SHOWER PAN LINER ADHESIVE,026P,1 - PIPE AND FITTINGS,21 - PIPE CHEMICALS,3.3,4.4,3.25,1.11,3.3,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.153424658,0.104109589,0.004189878,1,418455,6,See Con,N,,N,0,Bin Endcap,2,1,418455,6,41,47.19,41,
531588,FAST TRACK GARAGE RAIL HARDWARE PACK,059S,16 - GARAGE/GENERAL ORGANIZE,10 - GARAGE WALL SYSTEMS,4.5,0.75,3,0.14,3,DFC,BIN-END,BIN-END,,BIN-END,CP1,0.715068493,0.243835616,0.004189854,1,531588,12,See Con,N,,N,0,Bin Endcap,1,1,531588,12,192,10.125,192,
725745,1G BLK MIDWAY BLANK WALLPLT,27,2 - WIRING DEVICES,6 - WALL PLATES (COMMODITY),0.65,5.75,4.25,0.06,4.25,DFC,BIN-END,BIN-END,,BIN-END,CP2,0.454794521,0.073972603,0.004180629,1,725745,30,See Con,N,,N,0,Bin Endcap,2,1,725745,30,122,15.884375,122,
198099,"BREAKER GE 15A 1-POLE 1"" FRAME",27,8 - CIRCUIT PROTECT. DEVICES,4 - BREAKERS,3.3,2.9,0.95,0.311,2.9,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.794520548,0.084931507,0.004180199,1,198099,10,See Con,N,,N,0,Bin Endcap,2,1,198099,10,214,9.0915,214,
258938,"LUC26Z 2""X6"" 18GA CONCEALED FLANGE",22,14 - METAL PRODUCTS,5 - JOIST HANGERS,4.75,1.9,2.1,0.3,2.1,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.380821918,0.030136986,0.00417681,1,258938,25,See Con,N,,N,0,Bin Aisle,1,1,258938,25,103,18.9525,103,
850572,OPP FIXED SH 1S CH,029B,4 - SHOWERHEADS,15 - FIXED,3.05,2.85,2.65,0.1,2.85,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.312328767,0.035616438,0.004163502,1,850572,12,See Con,N,,N,0,Bin Aisle,2,1,850572,12,84,23.035125,84,
686685,LOCTITE CONTROL GEL SUPER GLUE .14OZ,24,4 - ADHESIVES,13 - SUPER GLUE,1.125,6.5,3.813,0.064,3.813,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.257534247,0.019178082,0.004155506,1,686685,6,See Con,N,,N,0,Bin Aisle,2,1,686685,6,70,27.8825625,70,
425133,KS SEC TYLO DBL CYL COMBO ANT BRASS,025H,10 - DOOR LOCKS,7 - COMBINATION PACKS,10.5,4,7.8,2.2,7.8,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.021917808,0.010958904,0.004155251,3,425133,6,See Con,N,,N,0,Bin Aisle,2,3,425133,6,18,327.6,18,
326703,POWERCARE BAR/CHAIN OIL: GALLON,028I,37 - OUTDOOR POWER ACCS,2 - OILS/FLUIDS/FUEL,11.75,4.1,7.75,8.157,7.75,DFS,NC,BIN-END,SR-OBX,SR-OBX,SR1,0.019178082,0.01369863,0.004143667,FALSE,326703,21,399,N,Y,N,0,SR,SR,1,326703,21,399,373.35625,399,
610461,INT/EXT PATCH-N-PAINT 1/2PT,24,35 - PATCHING & REPAIR,6 - SPACKLING,3.25,3.25,3.25,0.2629,3.25,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.208219178,0.175342466,0.004136443,1,610461,24,See Con,N,,N,0,Bin Endcap,1,1,610461,24,57,34.328125,57,
623564,451 YLW WINGNUT WIRE CNNCTR 100PK,27,11 - TOOLS & ACCESSORIES,2 - WIRE CONNECTORS,6.8,2.7,4.3,0.37,4.3,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.090410959,0.030136986,0.004130651,1,623564,5,See Con,N,,N,0,Bin Aisle,2,1,623564,5,25,78.948,25,
616877,WSTER SHERLOCK 2-4 FT GT EXT POLE,24,7 - APPLICATORS,14 - EXTENSION POLES,1.6,30,1.55,1.35,1.6,DFS,BIN-END,SR-NC,,BIN-END,CP1,0.095890411,0.095890411,0.004128615,1,616877,6,See Con,N,,N,0,Bin Endcap,1,1,616877,6,26,74.4,26,
390118,"1/2"" CPVC X 3/8""COMP ANGLE VALVE",026P,1 - PIPE AND FITTINGS,51 - VALVE & SUPPLY LINES,1.35,2.4,2.9,0.235,2.4,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.75890411,0.063013699,0.004126541,1,390118,20,See Con,N,,N,0,Bin Aisle,1,1,390118,20,207,9.396,207,
1004797443,"QEP 3/16"" X 5/32"" V NCH CG TROWEL",023F,14 - FLOORING TOOLS & MATERIA,5 - TOOLS,11,3.5,4.5,0.91,4.5,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.04109589,0.035616438,0.004120291,3,1004797443,12,See Con,N,,N,0,Bin Aisle,1,3,1004797443,12,34,173.25,34,
1001223890,CORK UNDERLAYMENT ADHESIVE 1 GAL,023F,14 - FLOORING TOOLS & MATERIA,10 - TILE SURFACE PREPARATION,7.4,6.6,5.9,9.65,6.6,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.024657534,0.021917808,0.004111815,2,1001223890,5,See Con,N,,N,0,Bin Aisle,1,2,1001223890,5,13,288.156,13,
1003316816,"2"" PVC SHOWER DRN NO CALK SS STRNR",026P,1 - PIPE AND FITTINGS,53 - SHOWER DRAINS,4.25,2.05,4.25,0.6,4.25,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.191780822,0.104109589,0.004109539,1,1003316816,8,See Con,N,,N,0,Bin Endcap,1,1,1003316816,8,53,37.028125,53,
1003274831,"DECKMATE III, TAN, 2-1/2 IN, 10 LB",025H,3 - FASTENERS,23 - DECK SCREWS,7.1,4.8,7.6,10.8,7.1,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.02739726,0.01369863,0.004106545,2,1003274831,5,See Con,N,,N,0,Bin Aisle,1,2,1003274831,5,15,259.008,15,
481169,"1/2"" WHT PLSTC STAPLE 225PK",27,11 - TOOLS & ACCESSORIES,9 - STAPLES,3.7,5.55,3.7,1.07,3.7,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.093150685,0.02739726,0.0040958,1,481169,6,See Con,N,,N,0,Bin Aisle,2,1,481169,6,26,75.9795,26,
250639,PALRUF HORIZONTAL PLASTIC CLOSURE,22,10 - ROOFING,5 - PLASTIC ROOFING,24,1.2,3.2,0.8,3.2,DFS,BIN-AISLE,BIN OBL,,BIN-AISLE,CP1,0.076712329,0.019178082,0.004091324,2,250639,20,See Con,N,,N,0,Bin Aisle,1,2,250639,20,42,92.16,42,
273848,"DIABLO 4-1/2""X5-1/2"" 150 GRIT SHEET",025T,7 - POWER TOOL ACCESSORIES,4 - ABRASIVES,6.8,0.38,4.8,0.9,4.8,DFS,BIN-END,BIN-END,,BIN-END,CP2,0.569863014,0.221917808,0.00409035,1,273848,50,See Con,N,,N,0,Bin Endcap,2,1,273848,50,157,12.4032,157,
1001227500,"GB 72"" MINIAL TENSION ROD CH",029B,9 - BATH ACCESSORIES,4 - BATHWARES,1.42,39.96,1.42,1.2,1.42,DFS,BIN-AISLE,SR-NC,,BIN-AISLE,CP2,0.087671233,0.01369863,0.004088044,1,1001227500,6,See Con,N,,N,0,Bin Aisle,2,1,1001227500,6,24,80.575344,24,
1001089862,6 IN. SHOWER ARM IN CHROME,029B,4 - SHOWERHEADS,18 - ACCESSORIES,6.2,0.8,2.3,0.2,2.3,DFC,CF,BIN-END,,CF,CP1,0.619178082,0.476712329,0.004087722,1,1001089862,20,See Con,N,,N,0,Carton Flow,1,1,1001089862,20,1005,11.408,1005,
221860,15A WHT NYLON DUPLEX OUTLET,27,2 - WIRING DEVICES,3 - RECEPTACLES,4.1,1,1.5,0.11,1.5,DFS,BIN-END,BIN-END,,BIN-END,CP1,1.147945205,0.268493151,0.004085569,1,221860,50,See Con,N,,N,0,Bin Endcap,1,1,221860,50,316,6.15,316,
1000024431,DEWALT 30' COMPACT CHALK KIT BLUE,025T,1 - HAND TOOLS,16 - MARKING & LAYOUT TOOLS,8.1,2,6.1,0.57,6.1,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.071232877,0.043835616,0.00407363,2,1000024431,6,See Con,N,,N,0,Bin Aisle,2,1,1000024431,6,20,98.82,20,
722844,"PM32X113DS-8"" CHRM DRIP BOWL NON-GE",029A,19 - APPLIANCE PARTS,3 - STOCK PARTS/ACCESSORIES,2,9.25,9.25,0.4,9.25,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.04109589,0.035616438,0.004069754,3,722844,12,See Con,N,,N,0,Bin Aisle,2,3,722844,12,34,171.125,34,
959999,"3""X4"" ALUM DOWNSPOUT CLIP - WHITE",22,10 - ROOFING,11 - METAL GUTTER,1.75,2.438,4.625,0.052,2.438,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.356164384,0.010958904,0.00406715,1,959999,36,See Con,N,,N,0,Bin Aisle,1,1,959999,36,99,19.7325625,99,
1003308407,TILE IN DRAIN SQUARE SS STRNR PVC,026P,1 - PIPE AND FITTINGS,53 - SHOWER DRAINS,6,3.75,6,1.113,6,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.052054795,0.024657534,0.004066781,2,1003308407,6,See Con,N,,N,0,Bin Aisle,2,1,1003308407,6,14,135,14,
1000045387,COMP FITTING 3/4 COMP X 3/4 NPT,026P,10 - WATER HEATERS,10 - PARTS ACCESSORIES,4,8,4,2,4,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP1,0.054794521,0.054794521,0.004058853,1,1000045387,6,See Con,N,,N,0,Bin Aisle,1,1,1000045387,6,15,128,15,
573133,KS SEC BALBOA ENTRY SATIN NICK,025H,10 - DOOR LOCKS,2 - ENTRY,6.89,3.12,5.95,2.25,5.95,DFS,BIN-AISLE,BIN-END,,BIN-AISLE,CP2,0.054794521,0.054794521,0.004055871,1,573133,6,See Con,N,,N,0,Bin Aisle,2,1,573133,6,15,127.90596,15,
858016,RYOBI STRAIGHT ROUTER BIT SET,025T,7 - POWER TOOL ACCESSORIES,5 - WOODWORKING,4.89,1.97,4.33,0.46,4.33,DFS,BIN-END,BIN-END,,BIN-END,CP1,0.167123288,0.128767123,0.004034189,3,858016,48,See Con,N,,N,0,Bin Endcap,1,3,858016,48,140,41.712189,140,
